instance,seed,elapsed_sec,best_soft_weight,hard_violations,total_flips,flips_per_sec,restarts,final_noise,config_hash,wall_sec
mini.wcnf,42,11.941134214401245,6036.0267361365095,2,500003,41872.32058718396,25,0.25,c2764519f5,11.941366195678711
